inchikey,label,n_pw,skeleton,skeleton_match_n,skeleton_match_qid,skeleton_match_ik
FGHJSNGBTCVANJ-UHFFFAOYSA-O,dehydrosecodine,1,FGHJSNGBTCVANJ,1,Q19596769,FGHJSNGBTCVANJ-UHFFFAOYSA-N
NZUXOCGZXRCSGC-JPROVCBJSA-L,16-alpha-hydroxygypsogenate,1,NZUXOCGZXRCSGC,1,Q27139685,NZUXOCGZXRCSGC-DRLBPWGQSA-N
PPKYVFHFFAMMLR-NDXMBDNFSA-L,N-(β-D-glucosyl)-(indol-3-yl)acetyl-L-glutamate,1,PPKYVFHFFAMMLR,1,Q76512502,PPKYVFHFFAMMLR-NDXMBDNFSA-N
PQSOVRNZJIENNW-UHFFFAOYSA-O,γ-coniceine,1,PQSOVRNZJIENNW,1,Q27108656,PQSOVRNZJIENNW-UHFFFAOYSA-N
PZTHQMWVDHEWPY-ZUVMSYQZSA-M,feruperare,1,PZTHQMWVDHEWPY,1,Q82644962,PZTHQMWVDHEWPY-UHFFFAOYSA-N
QRPWLSKPROEDAH-QKGHYUKFSA-N,solavetivol,1,QRPWLSKPROEDAH,1,Q22911801,QRPWLSKPROEDAH-KBUPBQIOSA-N
QVTORZSLDIMFQS-IHWYPQMZSA-M,(Z)-6'-hydroxyferulate,1,QVTORZSLDIMFQS,1,Q76534077,QVTORZSLDIMFQS-NSCUHMNNSA-N
NPIIWZCGVADPIE-OJVARPOJSA-N,3-hydroxy-15-dihydrolubimin,1,NPIIWZCGVADPIE,1,Q76513243,NPIIWZCGVADPIE-KYFQHEKYSA-N
QVTORZSLDIMFQS-NSCUHMNNSA-M,(E)-6'-hydroxyferulate,1,QVTORZSLDIMFQS,1,Q76534077,QVTORZSLDIMFQS-NSCUHMNNSA-N
STQIAJVGXVCTSD-OIZWPPBTSA-M,4'-hydroxy-rot-2'-enonate,1,STQIAJVGXVCTSD,1,Q76534043,STQIAJVGXVCTSD-UKQHVQKXSA-N
STQIAJVGXVCTSD-UKQHVQKXSA-M,5'-hydroxy-rot-2'-enonate,1,STQIAJVGXVCTSD,1,Q76534043,STQIAJVGXVCTSD-UKQHVQKXSA-N
NNTFOZKQHHVOHU-KOUBLQELSA-N,(Z)-1-(L-cysteinylglycin-S-yl)-N-hydroxy-ω-(methylsulfanyl)hexan-1-imine,1,NNTFOZKQHHVOHU,1,Q76804046,NNTFOZKQHHVOHU-JLBUCRLOSA-N
OQNJZSIPDMTUAJ-JGVFFNPUSA-M,"(7R,8S)-8-amino-7-(carboxyamino)nonanoate",0,OQNJZSIPDMTUAJ,1,Q27094544,OQNJZSIPDMTUAJ-JGVFFNPUSA-N
OKIDIWHWTIMACU-MNEPGTOVSA-M,densipolate,0,OKIDIWHWTIMACU,1,Q53490428,OKIDIWHWTIMACU-MNEPGTOVSA-N
ONJBJMDJKLHMEK-MPQUPPDSSA-K,"phosphatidylglycerolphosphate (1,2-di-palmitoyl)",0,ONJBJMDJKLHMEK,1,Q76617035,ONJBJMDJKLHMEK-MPQUPPDSSA-N
PCNFFWATXFRKOF-UHFFFAOYSA-M,octaketide SEK4b,0,PCNFFWATXFRKOF,1,Q77559552,PCNFFWATXFRKOF-UHFFFAOYSA-N
MMHKTOGFTDNQOU-QDUMAPLTSA-M,24-epicathasterone-22-O-sulfate,0,MMHKTOGFTDNQOU,1,Q106030207,MMHKTOGFTDNQOU-QDUMAPLTSA-N
MLVJTFNIARPUAO-NTFJDHGLSA-N,a 2-oxindole-3-acetyl-hexose,0,MLVJTFNIARPUAO,1,Q106038438,MLVJTFNIARPUAO-LCNORDJOSA-N
LXKGKXYIAAKOCT-SHYZEUOFSA-L,2'-deoxyuridine 3'-monophosphate,0,LXKGKXYIAAKOCT,1,Q27094373,LXKGKXYIAAKOCT-SHYZEUOFSA-N
QPYQKHOKNCVKGE-RQOWECAXSA-M,"(2Z)-3-(3,4-dioxocyclohexa-1,5-dien-1-yl)prop-2-enoate",0,QPYQKHOKNCVKGE,1,Q27149812,QPYQKHOKNCVKGE-DUXPYHPUSA-N
KHXOPJUQEGBFTQ-UTICLMQXSA-N,"10β,14β-dihydroxytaxa-4(20),11-dien-5α-yl acetate",0,KHXOPJUQEGBFTQ,1,Q27132713,KHXOPJUQEGBFTQ-WDHPPJNLSA-N
JXYLQEMXCAAMOL-UHFFFAOYSA-L,3-sulfinopyruvate,0,JXYLQEMXCAAMOL,1,Q27105488,JXYLQEMXCAAMOL-UHFFFAOYSA-N
XVAALFVCJHPAIQ-AQAMAIGXSA-N,"pelargonidin-3,5-diglucoside-5-O-caffeoylglucoside",0,XVAALFVCJHPAIQ,1,Q27149528,XVAALFVCJHPAIQ-AQAMAIGXSA-O
YCJNYHCCOXVYAF-UHFFFAOYSA-M,"4-(2-amino-3-hydroxyphenyl)-2,4-dioxobutanoate",0,YCJNYHCCOXVYAF,1,Q61444911,YCJNYHCCOXVYAF-UHFFFAOYSA-N
YDXXLJMIHMIOIF-UHFFFAOYSA-M,(indol-3-yl)acetyl-glycine,0,YDXXLJMIHMIOIF,1,Q27097183,YDXXLJMIHMIOIF-UHFFFAOYSA-N
YMDYUWHAQBYOMU-HYAYUQHRSA-M,gibberellin A₁₄-aldehyde,0,YMDYUWHAQBYOMU,1,Q27110161,YMDYUWHAQBYOMU-HYAYUQHRSA-N
YPMYDSHISNOZST-ZDUSSCGKSA-M,(indol-3-yl)acetyl-L-methionine,0,YPMYDSHISNOZST,1,Q82241716,YPMYDSHISNOZST-ZDUSSCGKSA-N
ZDOTZEDNGNPOEW-UHFFFAOYSA-M,8-hydroxykaempferol,0,ZDOTZEDNGNPOEW,1,Q3073325,ZDOTZEDNGNPOEW-UHFFFAOYSA-N
ZDUUJTSRZWILGW-UPHRSURJSA-L,"3-(2-propenoic acid)-4,6-hydroxy cyclohexa-2,5-dienone",0,ZDUUJTSRZWILGW,1,Q106039234,ZDUUJTSRZWILGW-UHFFFAOYSA-N
ZVFBUGZJZNDPOS-TYCYOEEFSA-N,N-(1-deoxy-D-fructos-1-yl)-L-leucine,0,ZVFBUGZJZNDPOS,1,Q82696866,ZVFBUGZJZNDPOS-OQQZPARHSA-N
WPTUQMUCTTVOFW-BONVTDFDSA-M,(indol-3-yl)acetyl-L-isoleucine,0,WPTUQMUCTTVOFW,1,Q72483110,WPTUQMUCTTVOFW-BONVTDFDSA-N
WFNZGUNBSCUXFX-UHFFFAOYSA-M,octaketide SEK4,0,WFNZGUNBSCUXFX,1,Q105304097,WFNZGUNBSCUXFX-UHFFFAOYSA-N
WEZWWZKUBQCMBL-UHFFFAOYSA-M,1-hydroxy-6-oxocyclohex-2-ene-1-carboxylate,0,WEZWWZKUBQCMBL,1,Q105303723,WEZWWZKUBQCMBL-UHFFFAOYSA-N
QZOYIQGWDBXSHB-XLGKAWHDSA-N,"5,6-epoxy-3-hydroxy-12'-apo-β-caroten-12'-al",0,QZOYIQGWDBXSHB,1,Q110184666,QZOYIQGWDBXSHB-AFMCRXATSA-N
RGVDXIXIXWVTIL-NQXXGFSBSA-L,5-fluoro-5-deoxy-D-ribulose 1-phosphate,0,RGVDXIXIXWVTIL,1,Q76617056,RGVDXIXIXWVTIL-NQXXGFSBSA-N
STGVBTJKCSSKNP-ZDUSSCGKSA-M,(indol-3-yl)acetyl-L-proline,0,STGVBTJKCSSKNP,1,Q82568722,STGVBTJKCSSKNP-ZDUSSCGKSA-N
UEKCFAIUNCFLEA-SDBNBOCMSA-N,N-(1-deoxy-D-fructos-1-yl)-L-alanine,0,UEKCFAIUNCFLEA,1,Q82696865,UEKCFAIUNCFLEA-XGVUHEBKSA-N
UEUPTUCWIHOIMK-RRKCRQDMSA-L,2'-deoxyadenosine 3'-monophosphate,0,UEUPTUCWIHOIMK,1,Q27105175,UEUPTUCWIHOIMK-RRKCRQDMSA-N
VHUBNUSXPIJYSG-QIRCYJPOSA-L,all-trans-geranyl-geranyl monophosphate,0,VHUBNUSXPIJYSG,1,Q27460862,VHUBNUSXPIJYSG-OZOSFKGRSA-N
WBYIPZVSBSKNQR-RTRLPJTCSA-J,"N-acetyl-D-glucosamine 1,6-bisphosphate",0,WBYIPZVSBSKNQR,1,Q27103146,WBYIPZVSBSKNQR-RTRLPJTCSA-N
ASOIXDIITRKTOX-UHFFFAOYSA-M,8-hydroxy-luteolin,0,ASOIXDIITRKTOX,1,Q15411029,ASOIXDIITRKTOX-UHFFFAOYSA-N
BTZKCJJXILZIFU-ISLYRVAYSA-M,16-sinapoyloxypalmitate,0,BTZKCJJXILZIFU,1,Q106039213,BTZKCJJXILZIFU-ISLYRVAYSA-N
BYYWRCJZFSTRMQ-JNPKKTEJSA-M,(+)-7-epi-jasmonoyl-L-phenylalanine,0,BYYWRCJZFSTRMQ,1,Q106029466,BYYWRCJZFSTRMQ-WSKZCNLGSA-N
BYYWRCJZFSTRMQ-WSKZCNLGSA-M,(-)-jasmonoyl-L-phenylalanine,0,BYYWRCJZFSTRMQ,1,Q106029466,BYYWRCJZFSTRMQ-WSKZCNLGSA-N
COURORAOJFKVCU-AMBVJARFSA-N,a dolichol,0,COURORAOJFKVCU,1,Q106039372,COURORAOJFKVCU-YBGYVPJUSA-N
CTFNBPCKMHCTPC-YFKPBYRVSA-M,"N,N-dihydroxyhomomethionine",0,CTFNBPCKMHCTPC,1,Q114831060,CTFNBPCKMHCTPC-YFKPBYRVSA-N
DMFODUNDODUQKK-UAKXSSHOSA-J,5-hydroxy-CTP,0,DMFODUNDODUQKK,1,Q76534109,DMFODUNDODUQKK-UAKXSSHOSA-N
AZFYHRHUTXBGJS-UHFFFAOYSA-M,8-methoxykaempferol,0,AZFYHRHUTXBGJS,1,Q27108284,AZFYHRHUTXBGJS-UHFFFAOYSA-N
IGBBBLSQXFDCHI-MIDKXNQYSA-O,N⁶-(D-glucosyl)-L-lysine,0,IGBBBLSQXFDCHI,1,Q106041000,IGBBBLSQXFDCHI-MIDKXNQYSA-N
AKWHTKRUNUYXDS-UHFFFAOYSA-M,3-hydroxy-3-(4-hydroxyphenyl)propanoate,0,AKWHTKRUNUYXDS,1,Q82990657,AKWHTKRUNUYXDS-UHFFFAOYSA-N
AOBQWGHMIKNEHI-PBYSEVBRSA-N,N-(1-deoxy-D-fructos-1-yl)-L-asparagine,0,AOBQWGHMIKNEHI,1,Q18356514,AOBQWGHMIKNEHI-CWOUCCJVSA-N
FBZONXHGGPHHIY-UHFFFAOYSA-M,xanthurenate,0,FBZONXHGGPHHIY,1,Q5961262,FBZONXHGGPHHIY-UHFFFAOYSA-N
FDSHYIREUMEWEX-GDKSBHILSA-K,gibberellin A₄₆,0,FDSHYIREUMEWEX,1,Q115784503,FDSHYIREUMEWEX-MCHWZHJGSA-N
ICWHQHNAQWNMTM-YFKPBYRVSA-M,N-hydroxyhomomethionine,0,ICWHQHNAQWNMTM,1,Q114831059,ICWHQHNAQWNMTM-YFKPBYRVSA-N
JKJGLRGLOMRXFN-MVWJERBFSA-K,"(1R,5S,6S)-2-succinyl-5-enolpyruvyl-6-hydroxycyclohex-2-ene-1-carboxylate",0,JKJGLRGLOMRXFN,1,Q76804235,JKJGLRGLOMRXFN-MVWJERBFSA-N
JOBRDKSINVPTQA-LVSAPHKCSA-N,4α-formyl-5α-cholest-7-en-3β-ol,0,JOBRDKSINVPTQA,1,Q106039636,JOBRDKSINVPTQA-FBPXSBKWSA-N
JURRMAHLXBVXRF-FIEZRUJPSA-K,(R)-4'-phosphopantothenoyl-cytidylate,0,JURRMAHLXBVXRF,1,Q27464485,JURRMAHLXBVXRF-FIEZRUJPSA-N
FOSPCYZZRVNHJS-IBGZPJMESA-M,(indol-3-yl)acetyl-L-tryptophan,0,FOSPCYZZRVNHJS,1,Q82124461,FOSPCYZZRVNHJS-IBGZPJMESA-N
FVSAHFFHPOLBLL-SHYZEUOFSA-L,2'-deoxycytidine 3'-monophosphate,0,FVSAHFFHPOLBLL,1,Q82188068,FVSAHFFHPOLBLL-UHFFFAOYSA-N
GACVANPZCDHOHT-UHFFFAOYSA-M,6-(4-methyl-2-oxopentyl)-4-hydroxy-2-pyrone,0,GACVANPZCDHOHT,1,Q82653963,GACVANPZCDHOHT-UHFFFAOYSA-N
GBDTYZCMNRLPES-AQAMAIGXSA-N,"pelargonidin-3,5-diglucoside-5-O-4-coumaroylglucoside",0,GBDTYZCMNRLPES,1,Q27149517,GBDTYZCMNRLPES-AQAMAIGXSA-O
HKKHTABTHSUDBP-ILXILVFVSA-N,3'-dehydrolactose,0,HKKHTABTHSUDBP,1,Q27103202,HKKHTABTHSUDBP-WMIWJMKMSA-N
HLBLLQMXYYYBLN-KRWDZBQOSA-M,(indol-3-yl)acetyl-L-tyrosine,0,HLBLLQMXYYYBLN,1,Q82847138,HLBLLQMXYYYBLN-KRWDZBQOSA-N
AAZZVFONLHYNDZ-UGDQNKSBSA-J,(S)-3-hydroxy-3-phenylpropanoyl-CoA,4,AAZZVFONLHYNDZ,2,Q27139490; Q27139492,AAZZVFONLHYNDZ-NVQRUNIKSA-J; AAZZVFONLHYNDZ-NVQRUNIKSA-N
MRAAUGYJHQVNBA-KXIMMUTBSA-N,β-D-apiofuranosyl-(1->6)-D-glucose,3,MRAAUGYJHQVNBA,2,Q27124279; Q76513245,MRAAUGYJHQVNBA-GYIKDEIJSA-N; MRAAUGYJHQVNBA-SMALESJGSA-N
BDUIIOHQSYPXRT-GJKCTVFGSA-M,a jasmonoyl-L-leucine,3,BDUIIOHQSYPXRT,2,Q115946748; Q124141012,BDUIIOHQSYPXRT-CLDKDVBBSA-N; BDUIIOHQSYPXRT-UHFFFAOYSA-N
CAXLTZYEJPQCKD-WHBTYZLHSA-N,quercetin 3-O-glucosyl-(1->2)-glucoside-7-O-rhamnoside,3,CAXLTZYEJPQCKD,2,Q104952023; Q104952024,CAXLTZYEJPQCKD-SBQRELSASA-N; CAXLTZYEJPQCKD-UHFFFAOYSA-N
LTQYPAVLAYVKTK-YFKPBYRVSA-N,(S)-5-hydroxyisourate,3,LTQYPAVLAYVKTK,2,Q27126778; Q2823232,LTQYPAVLAYVKTK-UHFFFAOYSA-M; LTQYPAVLAYVKTK-UHFFFAOYSA-N
GBVCHRDRVDOMQV-RTWAWAEBSA-M,rot-2'-enonate,3,GBVCHRDRVDOMQV,2,Q105006101; Q27164316,GBVCHRDRVDOMQV-RTWAWAEBSA-N; GBVCHRDRVDOMQV-UHFFFAOYSA-N
YOXWSUCVDVXAMX-DEFKTLOSSA-N,"quercetin 3,5-O-diglucoside",3,YOXWSUCVDVXAMX,2,Q110204650; Q113534170,YOXWSUCVDVXAMX-UHFFFAOYSA-N; YOXWSUCVDVXAMX-VMJMUREYSA-N
YRKLGWOHYXIKSF-LBPRGKRZSA-L,(indol-3-yl)acetyl-L-glutamate,3,YRKLGWOHYXIKSF,2,Q106029432; Q27292619,YRKLGWOHYXIKSF-LBPRGKRZSA-N; YRKLGWOHYXIKSF-UHFFFAOYSA-N
WHKYNCPIXMNTRQ-YFKPBYRVSA-M,(S)-2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline,3,WHKYNCPIXMNTRQ,2,Q27114162; Q27125933,WHKYNCPIXMNTRQ-UHFFFAOYSA-M; WHKYNCPIXMNTRQ-UHFFFAOYSA-N
BUGQHORRADGONS-KRWDZBQOSA-M,(indol-3-yl)acetyl-L-phenylalanine,3,BUGQHORRADGONS,2,Q106029465; Q27268117,BUGQHORRADGONS-KRWDZBQOSA-N; BUGQHORRADGONS-UHFFFAOYSA-N
YDFJGPFMKWECQA-RILARPOQSA-N,"(22R)-22,26-dihydroxycholesterol",3,YDFJGPFMKWECQA,2,Q105346701; Q76084558,YDFJGPFMKWECQA-BXTYSGRPSA-N; YDFJGPFMKWECQA-UHFFFAOYSA-N
HCZNPUHZYPPINM-AWEZNQCLSA-M,(indol-3-yl)acetyl-L-leucine,3,HCZNPUHZYPPINM,2,Q106030723; Q27139799,HCZNPUHZYPPINM-AWEZNQCLSA-N; HCZNPUHZYPPINM-UHFFFAOYSA-N
VZPBBOAZFCREMQ-SHPGVJHPSA-N,pelargonidin 3-O-β-D-(4-coumaroyl)glucoside,3,VZPBBOAZFCREMQ,2,Q110204785; Q27149526,VZPBBOAZFCREMQ-SHPGVJHPSA-O; VZPBBOAZFCREMQ-UHFFFAOYSA-O
PXMFPPFHRQZIHO-OLCQZNMOSA-M,cyclo-dopa 5-O-glucoside,3,PXMFPPFHRQZIHO,2,Q104392905; Q27155254,PXMFPPFHRQZIHO-OLCQZNMOSA-N; PXMFPPFHRQZIHO-UHFFFAOYSA-N
USGUVNUTPWXWBA-JRIXXDKMSA-O,"(2S,3E)-2-amino-4-(2-aminoethoxy)but-3-enoate",2,USGUVNUTPWXWBA,2,Q27074449; Q27280960,USGUVNUTPWXWBA-HNQUOIGGSA-N; USGUVNUTPWXWBA-JRIXXDKMSA-N
MLUJBNROAVANKK-SZXTZRQCSA-L,cis-12-sulfojasmonate,2,MLUJBNROAVANKK,2,Q74410823; Q76754261,MLUJBNROAVANKK-SZXTZRQCSA-N; MLUJBNROAVANKK-UPHRSURJSA-L
KIMHJUCTTIEANQ-KZJSRBBCSA-M,"4-coumaroyl-3',4'-dihydroxyphenyllactate",2,KIMHJUCTTIEANQ,2,Q105141591; Q76534070,KIMHJUCTTIEANQ-KZJSRBBCSA-N; KIMHJUCTTIEANQ-UHFFFAOYSA-N
KYHKDOKSARWIDI-UHFFFAOYSA-M,4-prenylphlormethylbutanophenone,2,KYHKDOKSARWIDI,2,Q105147723; Q74417783,KYHKDOKSARWIDI-SNVBAGLBSA-N; KYHKDOKSARWIDI-UHFFFAOYSA-N
BXTHVTLKWJZGAA-ODYMNIRHSA-O,cathenamine,2,BXTHVTLKWJZGAA,2,Q27105364; Q27106097,BXTHVTLKWJZGAA-ODYMNIRHSA-N; BXTHVTLKWJZGAA-YFROIQMUSA-N
MLBYBBUZURKHAW-MISYRCLQSA-M,palustric acid,2,MLBYBBUZURKHAW,2,Q105166481; Q27110213,MLBYBBUZURKHAW-MISYRCLQSA-N; MLBYBBUZURKHAW-UHFFFAOYSA-N
BIBNUKILYWNEFA-XQCSBWSISA-N,albireodelphin,2,BIBNUKILYWNEFA,2,Q110202779; Q27149520,BIBNUKILYWNEFA-UHFFFAOYSA-O; BIBNUKILYWNEFA-XQCSBWSISA-O
UYRCHWLYXIQJKK-HMRRIYTKSA-K,gibberellin A₁₃,2,UYRCHWLYXIQJKK,2,Q110079683; Q27140004,UYRCHWLYXIQJKK-HMRRIYTKSA-N; UYRCHWLYXIQJKK-UHFFFAOYSA-N
HCZDGTUAMVKZNE-KMKFZPLVSA-M,malonylshisonin,2,HCZDGTUAMVKZNE,2,Q115947191; Q23055392,HCZDGTUAMVKZNE-KMKFZPLVSA-O; HCZDGTUAMVKZNE-UHFFFAOYSA-O
CFUFRWCJGZYVHK-FJDPONSTSA-N,DIM₂BOA-β-D-glucoside,2,CFUFRWCJGZYVHK,2,Q104956977; Q104956979,CFUFRWCJGZYVHK-OIFGPBIKSA-N; CFUFRWCJGZYVHK-UHFFFAOYSA-N
VCYNHQOAZQMPOJ-XGHVASCSSA-O,solasod-3-one,2,VCYNHQOAZQMPOJ,2,Q105284032; Q105284033,VCYNHQOAZQMPOJ-OBOJVYGLSA-N; VCYNHQOAZQMPOJ-UHFFFAOYSA-N
GAQSCLQIDHHPEE-BGACTFDASA-M,gibberellin A₃₈,2,GAQSCLQIDHHPEE,2,Q105005577; Q110078907,GAQSCLQIDHHPEE-ARCJWRNYSA-N; GAQSCLQIDHHPEE-UHFFFAOYSA-N
WNHXBLZBOWXNQO-UHFFFAOYSA-M,dalbergioidin,2,WNHXBLZBOWXNQO,2,Q105309092; Q27105220,WNHXBLZBOWXNQO-SNVBAGLBSA-N; WNHXBLZBOWXNQO-UHFFFAOYSA-N
FUTHBNRZCFKVQZ-YUMQZZPRSA-M,γ-L-glutamyl-[(S)-allyl]-L-cysteine,2,FUTHBNRZCFKVQZ,2,Q105001989; Q27252677,FUTHBNRZCFKVQZ-UHFFFAOYSA-N; FUTHBNRZCFKVQZ-YUMQZZPRSA-N
XCAKPWXDUSEAEH-KBJXEFJHSA-O,solasod-4-en-3-one,2,XCAKPWXDUSEAEH,2,Q105324856; Q82073399,XCAKPWXDUSEAEH-CLGLNXEMSA-N; XCAKPWXDUSEAEH-UHFFFAOYSA-N
XMLLJGHZPHTUKK-CKSYUEDFSA-O,solasodine 3-O-β-D-glucoside,2,XMLLJGHZPHTUKK,2,Q105331197; Q96575377,XMLLJGHZPHTUKK-GAMIEDRGSA-O; XMLLJGHZPHTUKK-XARICSCJSA-N
XMLLJGHZPHTUKK-VZNIMFFESA-O,solasodine 3-O-β-D-galactoside,2,XMLLJGHZPHTUKK,2,Q105331197; Q96575377,XMLLJGHZPHTUKK-GAMIEDRGSA-O; XMLLJGHZPHTUKK-XARICSCJSA-N
XNBWKKYPKJHUKD-SUPOWNCOSA-M,gibberellin A₆,2,XNBWKKYPKJHUKD,2,Q110078126; Q27110170,XNBWKKYPKJHUKD-UHFFFAOYSA-N; XNBWKKYPKJHUKD-UQJCXHNCSA-N
DRPMMLWYLAPTPK-JSYMRTRDSA-N,dihydrozeatin-9-N-glucoside,2,DRPMMLWYLAPTPK,2,Q115948146; Q27140016,DRPMMLWYLAPTPK-CLORPHGJSA-N; DRPMMLWYLAPTPK-UHFFFAOYSA-N
UYLDMCQVSGIZMI-ROOKUYIKSA-N,delphinidin 3-O-sophoroside,2,UYLDMCQVSGIZMI,2,Q110204505; Q27149489,UYLDMCQVSGIZMI-ROOKUYIKSA-O; UYLDMCQVSGIZMI-UHFFFAOYSA-O
QFVOYBUQQBFCRH-VQSWZGCSSA-M,steviol,2,QFVOYBUQQBFCRH,2,Q105219805; Q426852,QFVOYBUQQBFCRH-UHFFFAOYSA-N; QFVOYBUQQBFCRH-VQSWZGCSSA-N
RRBYUSWBLVXTQN-JYCPTSIYSA-N,tricyclene,2,RRBYUSWBLVXTQN,2,Q105243936; Q27133173,RRBYUSWBLVXTQN-UHFFFAOYSA-N; RRBYUSWBLVXTQN-UICFKRDXSA-N
GKDKOMAJZATYAY-QWBQGLJISA-H,"D-myo-inositol (1,2,3) trisphosphate",2,GKDKOMAJZATYAY,2,Q27292095; Q82246821,GKDKOMAJZATYAY-LXOASSSBSA-N; GKDKOMAJZATYAY-UOTPTPDRSA-N
DRSITEVYZGOOQG-HXUWFJFHSA-M,cohumulone,2,DRSITEVYZGOOQG,2,Q104987607; Q2981886,DRSITEVYZGOOQG-HXUWFJFHSA-N; DRSITEVYZGOOQG-UHFFFAOYSA-N
ZNGUCFLTOCTQKJ-AJGJEUHPSA-N,"4α, 14α-dimethyl ergosta-8,25(27)-dienol",2,ZNGUCFLTOCTQKJ,2,Q105380060; Q105380061,ZNGUCFLTOCTQKJ-UHFFFAOYSA-N; ZNGUCFLTOCTQKJ-YEWCSPHBSA-N
RDTAGQKYPGLCBK-GOZZSVHWSA-M,formononetin-7-O-glucoside-6''-malonate,2,RDTAGQKYPGLCBK,2,Q105234434; Q27149411,RDTAGQKYPGLCBK-GOZZSVHWSA-N; RDTAGQKYPGLCBK-UHFFFAOYSA-N
VCYNHQOAZQMPOJ-TZNORDHQSA-N,tomatid-3-one,2,VCYNHQOAZQMPOJ,2,Q105284032; Q105284033,VCYNHQOAZQMPOJ-OBOJVYGLSA-N; VCYNHQOAZQMPOJ-UHFFFAOYSA-N
KUSHOISAFGTTRU-YFHOEESVSA-M,(12Z)-9-hydroxy-10-oxo-octadec-12-enoate,2,KUSHOISAFGTTRU,2,Q106038833; Q82561840,KUSHOISAFGTTRU-JXMROGBWSA-N; KUSHOISAFGTTRU-UHFFFAOYSA-N
LFLDSGWMOQHQIG-QSNQBEPESA-N,kaempferol 3-O-[6-(4-coumaroyl)-β-D-glucosyl-(1->2)-glucosyl-(1->2)-β-D-glucoside,2,LFLDSGWMOQHQIG,2,Q115947710; Q27114673,LFLDSGWMOQHQIG-UHFFFAOYSA-N; LFLDSGWMOQHQIG-WRICPQPISA-N
USQXPEWRYWRRJD-LBPRGKRZSA-M,(2S)-dihydrotricetin,2,USQXPEWRYWRRJD,2,Q27104601; Q27109894,USQXPEWRYWRRJD-LBPRGKRZSA-N; USQXPEWRYWRRJD-UHFFFAOYSA-N
OCALSPDXYQHUHA-FNORWQNLSA-M,(E)-8-methylnon-6-enoate,2,OCALSPDXYQHUHA,2,Q27155472; Q82232064,OCALSPDXYQHUHA-ALCCZGGFSA-N; OCALSPDXYQHUHA-FNORWQNLSA-N
MUFSTXJBHAEIBT-ZASJQLQOSA-M,γ-L-glutamyl-(S)-trans-1-propenyl-L-cysteine,2,MUFSTXJBHAEIBT,2,Q105172302; Q76802949,MUFSTXJBHAEIBT-UHFFFAOYSA-N; MUFSTXJBHAEIBT-ZASJQLQOSA-N
CUZKLRTTYZOCSD-JVIMKECRSA-M,2'-deoxymugineate,2,CUZKLRTTYZOCSD,2,Q27109156; Q27125825,CUZKLRTTYZOCSD-CIUDSAMLSA-M; CUZKLRTTYZOCSD-CIUDSAMLSA-N
XCAKPWXDUSEAEH-HMLYJFOKSA-N,tomatid-4-en-3-one,2,XCAKPWXDUSEAEH,2,Q105324856; Q82073399,XCAKPWXDUSEAEH-CLGLNXEMSA-N; XCAKPWXDUSEAEH-UHFFFAOYSA-N
YHLZPXCREROAPG-YEQKKNNOSA-L,delphinidin-3-O-(6''-O-malonyl)-β-glucoside-3'-O-β-glucoside,2,YHLZPXCREROAPG,2,Q27124242; Q27126339,YHLZPXCREROAPG-YEQKKNNOSA-M; YHLZPXCREROAPG-YEQKKNNOSA-O
RWWVEQKPFPXLGL-RMGPQRKISA-M,levopimaric acid,2,RWWVEQKPFPXLGL,2,Q105246816; Q6535822,RWWVEQKPFPXLGL-ONCXSQPRSA-N; RWWVEQKPFPXLGL-UHFFFAOYSA-N
INMKWUNQKOWGEZ-VQHVLOKHSA-M,traumatin,2,INMKWUNQKOWGEZ,2,Q106038811; Q3289251,INMKWUNQKOWGEZ-CLFYSBASSA-N; INMKWUNQKOWGEZ-VQHVLOKHSA-N
KAZTVTFKDLJVBH-RXHUWYBMSA-N,dalpatein 7-O-β-D-apiofuranosyl-(1->6)-β-D-glucopyranoside,1,KAZTVTFKDLJVBH,2,Q105138059; Q27124313,KAZTVTFKDLJVBH-PNJBZCJOSA-N; KAZTVTFKDLJVBH-UHFFFAOYSA-N
SBVBJPHMDABKJV-HEGAIRQKSA-N,(+)-secoisolariciresinol diglucoside,1,SBVBJPHMDABKJV,2,Q105249739; Q4161320,SBVBJPHMDABKJV-PGCJWIIOSA-N; SBVBJPHMDABKJV-UHFFFAOYSA-N
SNXJMSVHWSIWAN-DAWATQQYSA-N,homoisoalliin,1,SNXJMSVHWSIWAN,2,Q105256739; Q105256740,SNXJMSVHWSIWAN-SIVQAIHOSA-N; SNXJMSVHWSIWAN-UHFFFAOYSA-N
UTTLWQMTEWKFNX-XWLPYIGKSA-N,"4α-hydroxymethyl,4β,14α-dimethyl-9β,19-cyclo-5α-cholest-24-en-3β-ol",1,UTTLWQMTEWKFNX,2,Q105279082; Q105279083,UTTLWQMTEWKFNX-BPYUMQNDSA-N; UTTLWQMTEWKFNX-UHFFFAOYSA-N
VDDFXUMTXCQMFM-UGDQNKSBSA-J,3S-(4-hydroxyphenyl)-3-hydroxy-propanoyl-CoA,1,VDDFXUMTXCQMFM,2,Q27140579; Q27140619,VDDFXUMTXCQMFM-NVQRUNIKSA-J; VDDFXUMTXCQMFM-NVQRUNIKSA-N
