"pwID","title"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC40","superpathway of adenosine nucleotides de novo biosynthesis I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC400","superpathway of betalain biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC401","trans-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC402","superpathway of isoleucine and valine biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC403","lupinate biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC404","pyruvate fermentation to acetate IV"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC405","phytate degradation I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC406","hydroxyjasmonate sulfate biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC407","superpathway of photosynthetic hydrogen production"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC408","purine nucleosides salvage II (plant)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC409","1-methylpyrrolinium biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC41","(Z)-butanethial-S-oxide biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC410","superpathway of polymethylated quercetin/quercetagetin glucoside biosynthesis (Chrysosplenium)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC411","brassinolide biosynthesis II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC412","esterified suberin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC413","starch degradation II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC414","pyruvate fermentation to acetate VII"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC415","coenzyme A biosynthesis I (bacteria)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC416","(1,4)-β-D-xylan degradation"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC417","cyanidin 3,7-diglucoside polyacylation biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC418","diacylglycerol and triacylglycerol biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC419","alkane biosynthesis II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC42","L-proline biosynthesis IV"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC420","(+)-pisatin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC421","ceramide degradation (generic)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC422","avenacin biosynthesis, initial reactions"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC423","GDP-mannose biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC424","luteolin triglucuronide degradation"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC425","pinobanksin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC426","methyl indole-3-acetate interconversion"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC427","hesperitin glycoside biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC428","6-methoxymellein biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC429","superpathway of avenacin A biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC43","trichloroethene degradation"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC430","tetrahydrofolate biosynthesis II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC431","CO₂ fixation into oxaloacetate (anaplerotic)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC432","L-glutamate degradation I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC433","pyrimidine deoxyribonucleotides de novo biosynthesis II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC434","guanine and guanosine salvage III"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC435","photosynthesis light reactions I (plastocyanin)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC436","chlorophyll a degradation I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC437","L-aspartate biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC438","superpathway of choline biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC439","malate-oxaloacetate shuttle I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC44","eupatolitin 3-O-glucoside biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC440","2-oxoglutarate decarboxylation to succinyl-CoA"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC441","3-amino-3-phenylpropanoyl-CoA biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC442","(3E)-4,8-dimethylnona-1,3,7-triene biosynthesis I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC443","L-isoleucine degradation I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC444","8-oxo-(d)GTP detoxification I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC445","6-gingerol biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC446","sophoraflavanone G biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC447","D-sorbitol degradation I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC448","astaxanthin biosynthesis (bacteria, fungi, algae)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC449","neurosporene biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC45","parkeol biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC450","sesaminol glucoside biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC451","formononetin conjugates interconversion"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC452","dimethylsulfoniopropanoate biosynthesis III (algae and phytoplankton)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC453","purine nucleotides degradation I (plants)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC454","camptothecin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC455","palmitate biosynthesis II (type II fatty acid synthase)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC456","plastoquinol-9 biosynthesis I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC457","guanine and guanosine salvage II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC458","palustric acid biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC459","9-lipoxygenase and 9-hydroperoxide lyase pathway"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC46","GDP-α-D-glucose biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC460","luteolinidin 5-O-glucoside biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC461","jasmonoyl-amino acid conjugates biosynthesis II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC462","cadmium transport I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC463","daphnetin modification"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC464","UDP-α-D-xylose biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC465","L-ascorbate biosynthesis I (plants, L-galactose pathway)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC466","mevalonate pathway I (eukaryotes and bacteria)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC467","sulfoquinovosyl diacylglycerol biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC468","ajugose biosynthesis I (galactinol-dependent)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC469","molybdenum cofactor sulfulylation (eukaryotes)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC47","ornithine-citrulline shuttle"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC470","xanthohumol biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC471","(3R)-linalool biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC472","heme degradation I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC473","menthol biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC474","volatile esters biosynthesis (during fruit ripening)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC475","cycloartenol biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC476","spermine biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC477","santalene biosynthesis II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC478","chitin degradation II (Vibrio)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC479","anthocyanidin acylglucoside and acylsambubioside biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC48","indican biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC480","baicalein metabolism"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC481","(+)-secoisolariciresinol diglucoside biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC482","guanosine nucleotides degradation II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC483","UDP-D-apiose biosynthesis (from UDP-D-glucuronate)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC484","spermidine hydroxycinnamic acid conjugates biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC485","DIMBOA-glucoside biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC486","UDP-β-L-arabinose biosynthesis I (from UDP-α-D-xylose)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC487","jasmonoyl-amino acid conjugates biosynthesis I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC488","L-tyrosine biosynthesis III"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC489","perillyl aldehyde biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC49","guanosine deoxyribonucleotides de novo biosynthesis I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC490","polyisoprenoid biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC491","choline biosynthesis II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC492","L-homoserine biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC493","nonaprenyl pyrophosphate biosynthesis I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC494","L-serine biosynthesis I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC495","gallate biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC496","methyl indole-3-acetate interconversion"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC497","diacylsucrose biosynthesis (Solanum)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC498","acridone alkaloid biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC499","ubiquinol-9 biosynthesis (late decarboxylation)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC5","gallotannin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC50","methylsalicylate biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC500","1D-myo-inositol hexakisphosphate biosynthesis III (Spirodela polyrrhiza)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC501","superpathway of polyamine biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC502","glucosinolate biosynthesis from hexahomomethionine"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC503","C4 photosynthetic carbon assimilation cycle, NADP-ME type"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC504","3-(4-hydroxyphenyl)pyruvate biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC505","α-eleostearate biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC506","sterculate biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC507","kaempferide triglycoside biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC508","medicarpin conjugates interconversion"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC509","divinyl ether biosynthesis II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC51","polymethylated myricetin biosynthesis (tomato)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC510","brassinolide biosynthesis I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC511","UDP-N-acetyl-D-glucosamine biosynthesis II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC512","vitamin E biosynthesis (tocotrienols)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC513","lipid IVA biosynthesis (E. coli)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC514","6-hydroxymethyl-dihydropterin pyrophosphate biosynthesis I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC515","sucrose degradation III (sucrose invertase)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC516","capsiconiate biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC517","carnosate bioynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC518","vernolate biosynthesis II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC519","stearate biosynthesis II (bacteria and plants)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC52","methylquercetin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC520","dehydroscoulerine biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC521","chlorophyll cycle"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC522","epiberberine biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC523","S-methyl-5'-thioadenosine degradation I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC524","cis-calamenene related sesquiterpenoids biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC525","extended VTC2 cycle"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC526","putrescine degradation IV"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC527","formaldehyde oxidation II (glutathione-dependent)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC528","pyruvate fermentation to (S)-lactate"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC529","anthocyanidin sambubioside biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC53","DIBOA-glucoside biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC530","pterostilbene biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC531","tetrahydroxyxanthone biosynthesis (from 3-hydroxybenzoate)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC532","abscisic acid degradation by glucosylation"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC533","ethiin metabolism"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC534","lampranthin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC535","(+)-camphor biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC536","diterpene phytoalexins precursors biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC537","robustaquinone biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC538","superpathway of flavones and derivatives biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC539","UDP-α-D-galacturonate biosynthesis II (from D-galacturonate)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC54","L-proline biosynthesis III (from L-ornithine)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC540","L-Nδ-acetylornithine biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC541","superpathway of fermentation (Chlamydomonas reinhardtii)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC542","chlorophyll a degradation III"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC543","monoacylsucrose biosynthesis (Solanum)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC544","NAD salvage (plants)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC545","vernolate biosynthesis I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC546","6,7,4'-trihydroxyisoflavone biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC547","hyperforin and adhyperforin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC548","ω-hydroxylation of caprate and laurate"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC549","stachyose degradation"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC55","lupanine biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC550","costunolide biosynthesis I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC551","tetrapyrrole biosynthesis I (from glutamate)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC552","very long chain fatty acid biosynthesis II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC553","cinchona alkaloids biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC554","ephedrine biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC555","superpathway of C28 brassinosteroid biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC556","hypericin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC557","yatein biosynthesis II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC558","ω-hydroxylation of laurate"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC559","pentaketide chromone biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC56","glycine betaine biosynthesis III (plants)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC560","chlorophyll a biosynthesis I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC561","flavonoid biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC562","taxadiene biosynthesis (engineered)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC563","CMP-KDO biosynthesis II (from D-arabinose 5-phosphate)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC564","dolabralexins biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC565","L-asparagine biosynthesis III (tRNA-dependent)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC566","urea degradation I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC567","levopimaric acid biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC568","D-myo-inositol-5-phosphate metabolism"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC569","(R)-canadine biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC57","hordatine biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC570","L-methionine degradation II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC571","indole-3-acetate activation I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC572","taxiphyllin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC573","zeaxanthin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC574","isopimaric acid biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC575","gibberellin inactivation I (2β-hydroxylation)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC576","trans, trans-farnesyl pyrophosphate biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC577","phloridzin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC578","ethanol degradation II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC579","L-lysine degradation I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC58","selenate reduction"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC580","α-linolenate biosynthesis I (plants and red algae)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC581","olivetol biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC582","superpathway of phospholipid biosynthesis II (plants)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC583","ternatin C5 biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC584","superpathway of linamarin and lotaustralin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC585","4-hydroxyindole-3-carbonyl nitrile biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC586","solasodine and soladulcidine biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC587","L-alanine biosynthesis II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC588","phytol salvage pathway"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC589","daphnin interconversion"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC59","ergosterol biosynthesis II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC590","L-phenylalanine biosynthesis III (cytosolic, plants)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC591","juniperonate biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC592","salicylate glucosides biosynthesis IV"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC593","phosphatidylcholine biosynthesis I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC594","NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC595","divinyl ether biosynthesis I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC596","polymethylated kaempferol biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC597","afrormosin conjugates interconversion"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC598","phosphatidylinositol biosynthesis II (eukaryotes)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC599","α-tomatine biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC6","dicranin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC60","Fe(III)-phytosiderophore transport"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC600","salicortin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC601","peonidin and derivatives biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC602","isoflavonoid biosynthesis II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC603","salicin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC604","superpathway of geranylgeranyl pyrophosphate biosynthesis II (via MEP)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC605","copper transport II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC606","pectin degradation III"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC607","saponin biosynthesis II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC608","CMP phosphorylation"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC609","linear furanocoumarin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC61","amygdalin and prunasin degradation"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC610","spermidine biosynthesis I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC611","cyanate degradation"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC612","(3S)-linalool biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC613","genistein conjugates interconversion"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC614","trichome monoterpenes biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC615","β-pyrazole-1-ylalanine biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC616","oryzalexin A, B, and C biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC617","purine uptake"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC618","nitrite reduction (hemoglobin)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC619","superpathway of scopolin and esculin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC62","choline biosynthesis III"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC620","L-asparagine biosynthesis I"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC621","chelerythrine biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC622","aerobic respiration I (cytochrome c)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC623","Rubisco shunt"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC624","Calvin-Benson-Bassham cycle"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC625","phosphopantothenate biosynthesis II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC626","neolinustatin bioactivation"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC627","flavin biosynthesis I (bacteria and plants)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC628","Fe(II)-nicotianamine transport in phloem"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC629","ajmaline and sarpagine biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC63","superpathway of pyrimidine ribonucleosides salvage"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC630","biochanin A conjugates interconversion"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC631","plaunotol biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC632","superpathway of glandular trichomes produced diterpenoids (tobacco)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC633","indigo biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC634","monolignol biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC635","D-myo-inositol (1,4,5)-trisphosphate biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC636","cardiolipin biosynthesis II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC637","salvigenin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC638","1,3,6,7-tetrahydroxyxanthone biosynthesis (from benzoyl-CoA)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC639","coptisine biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC64","C4 photosynthetic carbon assimilation cycle, PEPCK type"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC640","indole-3-acetate inactivation II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC641","hydroxylated mugineic acid phytosiderophore biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC642","seleno-amino acid detoxification and volatilization II"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC643","digitoxigenin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC644","GDP-L-fucose biosynthesis II (from L-fucose)"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC645","hinokinin biosynthesis"
"http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC646","2,3-trans-flavanols biosynthesis"
